CVEGEO,UE_ALOJAB_TOT,UE_ALOJAB_EMPEST,UE_AGROP_TOT,UE_AGROP_EMPEST
110200458,12,33,0,0
110200464,29,58,0,0
110200474,4,17,0,0
110200539,1,2,0,0
110200636,1,6,0,0
110200637,3,24,0,0
110200906,1,2,0,0
110201088,1,2,0,0
110201244,1,2,0,0
110201294,3,6,0,0
110201462,1,2,0,0
110210001,539,1273,0,0
110220001,95,198,0,0
110230001,401,1019,1,6
110230104,11,22,0,0
110230148,11,22,0,0
110230210,13,26,0,0
110230288,103,244,1,6
110240001,78,160,0,0
110250001,488,1021,0,0
110250002,1,2,1,6
110250003,2,4,0,0
110250006,1,2,0,0
110250007,2,4,0,0
110250020,11,22,1,2
110250026,7,14,0,0
110250041,1,2,0,0
110250061,3,10,0,0
110250070,1,2,0,0
110250097,1,2,0,0
110250112,4,8,0,0
110250151,1,2,0,0
110250188,1,2,0,0
110260001,192,499,0,0
110270001,1214,3430,4,26
110270042,3,6,0,0
110270043,18,49,1,6
110270045,2,4,0,0
110270046,14,28,0,0
110270087,8,16,0,0
110270089,6,12,0,0
110270090,1,2,0,0
110270110,11,22,0,0
110270114,1,2,0,0
110270133,2,4,0,0
110270135,5,10,0,0
110270136,9,26,0,0
110270143,2,4,0,0
110270144,3,6,0,0
110270149,1,2,0,0
110270161,57,122,0,0
110270234,4,12,0,0
110270277,1,2,0,0
110270310,1,2,0,0
110270581,4,8,0,0
110270606,8,16,0,0
110270629,1,2,0,0
110280001,368,889,0,0
110280013,9,18,0,0
110280031,28,56,0,0
110280048,35,70,1,2
110280058,59,122,0,0
110280060,73,167,0,0
110280064,88,184,0,0
110290001,89,198,0,0
110290103,6,12,0,0
110300001,319,781,0,0
110300110,5,10,0,0
110300120,22,44,0,0
110300141,2,4,0,0
110300211,17,34,0,0
110310001,1003,2438,0,0
110310016,3,6,0,0
110310029,1,2,0,0
110310030,2,4,0,0
110310032,50,104,0,0
110310061,29,62,0,0
110310074,15,30,0,0
110310095,3,15,0,0
110310177,1,2,0,0
110310272,5,10,0,0
110310280,1,2,0,0
110310288,10,20,0,0
110310289,5,23,0,0
110310315,1,2,0,0
110320001,351,926,1,2
110320006,1,2,0,0
110320007,1,2,0,0
110320010,1,2,0,0
110320014,3,35,0,0
110320015,32,72,0,0
110320018,2,4,0,0
110320021,8,16,0,0
110320024,3,6,0,0
110320038,1,2,0,0
110320043,3,6,0,0
110320055,1,2,0,0
110320058,1,2,0,0
110320074,4,8,0,0
110320077,2,4,0,0
110320079,1,2,0,0
110320080,2,4,0,0
110320086,11,22,0,0
110320090,2,4,0,0
110320092,1,2,0,0
110320108,1,2,0,0
110320109,4,8,0,0
110320112,4,8,0,0
110320120,1,2,0,0
110320127,4,12,0,0
110320128,2,4,0,0
110320230,3,6,0,0
110320238,1,2,0,0
110320254,2,4,0,0
110320257,2,4,0,0
110320337,2,8,0,0
110320339,4,8,0,0
110330001,470,1110,0,0
110330110,11,22,0,0
110330149,62,228,0,0
110330426,2,12,0,0
110340001,48,104,0,0
110350001,380,875,0,0
110350047,11,22,0,0
110350053,5,10,0,0
110350075,31,62,0,0
110360001,51,106,0,0
110370001,653,2000,0,0
110370004,30,60,1,6
110370006,8,16,0,0
110370019,9,18,0,0
110370022,33,154,0,0
110370024,12,24,0,0
110370031,1,2,0,0
110370036,5,14,0,0
110370062,5,10,0,0
110370064,2,4,0,0
110370066,7,27,0,0
110370078,2,4,0,0
110370091,14,28,0,0
110370115,4,8,0,0
110370151,1,51,0,0
110370191,20,40,0,0
110370283,1,6,0,0
110370453,1,6,0,0
110370484,4,17,0,0
110370593,1,2,0,0
110370675,5,10,0,0
110370679,2,8,0,0
110370685,1,2,0,0
110370697,4,55,0,0
110370698,3,19,0,0
110370699,34,320,0,0
110380001,66,148,0,0
110390001,139,308,1,11
110390022,40,96,0,0
110400001,50,109,0,0
110410001,470,1081,0,0
110420001,544,1272,1,2
110420043,3,6,0,0
110420050,11,22,0,0
110420086,12,24,0,0
110420343,1,11,0,0
110430001,62,136,1,2
110440001,244,537,0,0
110440015,1,2,0,0
110440023,40,80,0,0
110440042,26,52,0,0
110440043,42,88,0,0
110440047,1,2,0,0
110440048,3,6,0,0
110440102,2,4,0,0
110440127,1,2,0,0
110440177,9,26,0,0
110440203,1,31,0,0
110440243,1,2,0,0
110440258,2,4,0,0
110440268,10,20,0,0
110440290,1,6,0,0
110450001,50,100,0,0
110460001,226,538,7,123
110460009,2,4,0,0
110460012,55,126,0,0
110460044,6,21,0,0
110460075,8,16,0,0
110460142,1,2,0,0
120010001,6179,24276,82,1045
120010081,10,20,0,0
120010110,64,141,0,0
120010128,2,4,0,0
120010158,36,72,76,973
120010166,69,138,2,42
120010173,76,177,2,4
120010687,4,12,0,0
120020001,36,72,0,0
120030001,100,200,0,0
120030016,47,102,0,0
120030017,27,58,0,0
120030058,23,46,0,0
120040001,35,70,3,14
120050001,46,104,0,0
120060001,65,134,0,0
120070001,262,565,0,0
120080001,39,86,0,0
120090001,2,4,0,0
120100001,35,70,0,0
120110001,308,665,0,0
120110043,21,42,0,0
120110071,17,34,0,0
120120001,264,608,0,0
120130001,83,174,0,0
120130202,1,2,0,0
120140001,103,226,1,2
120140004,1,2,0,0
120140050,1,6,0,0
120150001,80,172,0,0
120160001,27,54,0,0
120170001,41,82,1,6
120170004,26,56,0,0
120170055,6,12,0,0
120180001,75,150,1,31
120180009,10,46,1,31
120180074,1,2,1,31
120190001,24,48,0,0
120200001,33,66,0,0
120210001,243,538,2,22
120210008,56,112,3,84
120210041,1,11,4,135
120210042,3,19,3,19
120210060,12,24,0,0
120210062,11,22,0,0
120220001,128,292,0,0
120220003,30,60,0,0
120230001,211,434,0,0
120230026,23,46,0,0
120240001,14,28,0,0
120250001,33,66,0,0
120260001,15,30,0,0
120270001,115,246,4,8
120280001,487,1051,0,0
120280003,11,22,0,0
120280022,8,16,0,0
120280055,14,32,0,0
120280058,3,6,0,0
120280091,6,12,0,0
120280132,2,4,0,0
120290001,2073,5666,0,0
120290026,1,2,0,0
120290041,10,20,0,0
120290043,31,66,0,0
120290045,60,136,0,0
120290047,109,246,0,0
120290157,2,8,0,0
120290250,2,8,0,0
120290341,1,2,0,0
120290440,3,14,0,0
120290463,1,2,0,0
120300001,196,400,2,8
120310001,10,20,0,0
120320001,95,190,0,0
120330001,89,182,0,0
120340001,201,450,0,0
120340044,9,18,0,0
120340047,23,46,0,0
120350001,1490,3564,0,0
120350007,20,40,0,0
120350018,18,45,0,0
120360001,82,164,0,0
120360010,1,2,0,0
120370001,27,54,0,0
120380001,915,3037,23,374
120380013,57,144,0,0
120380023,61,151,0,0
120380057,28,56,0,0
120380067,1,2,0,0
120380124,144,4563,1,31
120380190,1,2,0,0
120380206,3,15,0,0
120380207,1,6,0,0
120380364,1,2,2,12
120390001,197,414,0,0
120400001,99,198,0,0
120400019,8,16,0,0
120410001,17,34,0,0
120420001,80,173,0,0
120430001,30,60,1,6
120440001,56,116,0,0
120450001,76,176,0,0
120450015,9,18,0,0
120460001,394,886,1,11
120460002,43,86,0,0
120460007,89,178,1,2
120460016,34,68,1,2
120460035,11,22,0,0
120470001,7,14,0,0
120480001,328,710,1,2
120480030,1,2,0,0
120480178,76,152,0,0
120490001,109,222,0,0
120500001,519,1200,1,2
120500016,30,60,0,0
120500044,1,2,0,0
120510001,88,188,0,0
120510008,62,128,0,0
120520001,194,400,0,0
120520008,41,82,0,0
120520009,57,114,2,4
120520026,15,30,0,0
120530001,280,580,1,2
120530039,29,58,0,0
120530067,85,170,0,0
120540001,60,124,0,0
120550001,543,1518,0,0
120550002,29,58,0,0
120550039,18,36,0,0
120550046,15,30,0,0
120550049,53,106,0,0
120560001,79,158,0,0
120560048,12,24,0,0
120570001,266,588,0,0
120570023,1,6,1,11
120570059,37,74,0,0
120570079,60,124,1,6
120570080,49,115,1,6
120570086,99,230,3,6
120570542,1,2,0,0
120570678,1,2,0,0
120580001,262,574,0,0
120590001,41,86,2,4
120590008,21,42,0,0
120590028,5,18,0,0
120600001,48,96,0,0
120610001,303,658,0,0
120610006,32,64,0,0
120620001,52,104,0,0
120630001,16,32,0,0
120640001,75,150,0,0
120650001,29,58,0,0
120660001,542,1251,1,2
120660028,3,6,0,0
120670001,169,366,0,0
120670017,31,62,0,0
120680001,30,64,0,0
120680051,1,2,6,110
120680063,41,82,18,423
120680133,1,6,4,39
120680154,2,13,2,22
120690001,15,30,0,0
120700001,52,104,0,0
120710001,92,184,0,0
120710006,21,42,0,0
120720001,16,32,0,0
120730001,68,144,0,0
120740001,41,82,0,0
120740010,11,22,0,0
120750001,316,723,0,0
120750008,19,38,0,0
120750013,43,102,3,6
120750023,24,48,0,0
120760001,28,56,0,0
120770001,143,302,4,99
120770023,1,2,2,13
120780001,6,12,0,0
120790001,30,60,0,0
120800001,38,76,0,0
120810001,56,112,0,0
130010001,27,54,1,11
130010040,1,2,0,0
130020001,62,124,2,4
130020004,1,2,0,0
130020007,7,14,1,11
130020012,1,2,0,0
130020013,18,36,0,0
130020016,8,20,0,0
130020017,3,6,0,0
130030001,583,1356,1,2
130030005,20,52,0,0
130030010,25,50,0,0
130030011,1,2,0,0
130030014,11,22,0,0
130040001,35,78,0,0
130050001,69,163,1,2
130050005,24,48,0,0
130050006,5,10,0,0
130060001,39,94,0,0
130070001,48,96,0,0
130080001,273,600,0,0
130090001,69,151,0,0
130090005,2,13,0,0
130100001,71,150,0,0
130100002,66,148,0,0
130100006,16,32,0,0
130100008,28,56,0,0
130100012,3,19,0,0
130100017,1,11,0,0
130100030,3,10,0,0
130100032,2,13,0,0
130110001,87,182,0,0
130120001,130,284,2,8
130120009,2,4,0,0
130120073,1,11,0,0
130120080,1,6,0,0
130130001,117,243,0,0
130130006,26,52,0,0
130130010,60,167,0,0
130130013,42,84,0,0
130130034,1,2,0,0
130140001,32,64,0,0
130140010,7,14,2,4
130150001,30,64,0,0
130150033,1,2,0,0
130150054,2,282,1,2
130160001,193,443,0,0
130160021,2,4,0,0
130160029,11,22,0,0
130160039,3,6,0,0
130170001,24,52,0,0
130170018,1,2,0,0
130180001,78,164,0,0
130190001,29,71,2,13
130190014,4,8,1,2
130200001,3,6,0,0
130210001,90,188,0,0
130220001,31,62,0,0
130220092,1,6,0,0
130230001,160,356,1,2
130230012,22,48,0,0
130230014,38,76,0,0
130240001,43,115,0,0
130240014,1,2,0,0
130240021,1,2,0,0
130240025,1,2,0,0
130240027,8,69,1,31
130240031,1,2,1,6
130240046,4,8,0,0
130240052,1,6,0,0
130240054,1,2,0,0
130240055,2,4,0,0
130240056,1,2,0,0
130240089,2,33,0,0
130250001,63,130,0,0
130260001,9,18,1,2
130270001,42,84,0,0
130270034,10,20,0,0
130270119,1,2,0,0
130280001,690,1561,0,0
130280023,19,38,1,2
130280042,8,16,0,0
130280063,1,6,0,0
130280088,35,79,0,0
130290001,151,393,0,0
130290024,20,40,0,0
130290029,12,24,0,0
130290067,1,2,0,0
130290080,1,6,0,0
130290084,1,6,0,0
130300001,733,1743,0,0
130300016,41,120,1,2
130300035,25,54,0,0
130300038,1,31,0,0
130300048,113,254,0,0
130300066,1,6,0,0
130300121,2,8,0,0
130300154,1,2,0,0
130310001,79,166,0,0
130320001,56,112,0,0
130330001,5,10,1,2
130340001,5,10,0,0
130340020,2,8,0,0
130350001,23,46,0,0
130360001,48,96,0,0
130370001,64,136,0,0
130380001,43,127,1,2
130390001,201,587,0,0
130400001,13,26,0,0
130410001,291,695,0,0
130410010,37,78,0,0
130420001,60,120,0,0
130430001,16,32,0,0
130440001,25,50,0,0
130450001,28,56,0,0
130460001,117,242,0,0
130460004,15,30,0,0
130460027,22,48,0,0
130470001,5,10,0,0
130480001,3058,9879,0,0
130480153,11,22,0,0
130480158,23,59,0,0
130490001,47,94,0,0
130500001,237,580,2,4
130510001,87,237,0,0
130510004,34,68,0,0
130510010,5,10,0,0
130510012,5,10,0,0
130510014,19,46,0,0
130510020,21,103,0,0
130510023,2,4,0,0
130510026,10,32,0,0
130510027,151,318,0,0
130510029,23,50,0,0
130510033,15,47,0,0
130510054,4,8,0,0
130510055,61,138,0,0
130510059,1,6,0,0
130510060,15,69,0,0
130510063,12,40,0,0
130510078,52,117,0,0
130510083,26,52,0,0
130510090,17,51,0,0
130510091,14,32,0,0
130510092,16,36,0,0
130510093,58,128,0,0
130510094,3,15,0,0
130510095,28,64,0,0
130510096,22,53,0,0
130510097,1,6,0,0
130510099,49,110,0,0
130510100,4,8,0,0
130510101,5,10,0,0
130510102,6,12,0,0
130510103,2,8,0,0
130510104,4,8,0,0
130510105,1,2,0,0
130510106,9,18,0,0
130510107,26,52,0,0
130510108,6,21,0,0
130510110,12,36,0,0
130510111,1,2,0,0
130510112,1,2,0,0
130510113,4,8,0,0
130510114,2,4,0,0
130510118,3,6,0,0
130510119,1,2,0,0
130510120,3,6,0,0
130510121,1,2,0,0
130510123,4,21,0,0
130510124,1,2,0,0
130510126,3,6,0,0
130510127,3,6,0,0
130510128,1,2,0,0
130510130,8,33,0,0
130510132,4,8,0,0
130510133,5,10,0,0
130510134,10,20,0,0
130510135,5,10,0,0
130510136,3,6,0,0
130510138,13,34,0,0
130510139,57,118,0,0
130510140,2,8,0,0
130510141,48,104,0,0
130510142,11,22,0,0
130510143,3,6,0,0
130510144,1,2,0,0
130510146,19,51,0,0
130510147,40,80,0,0
130510148,2,4,0,0
130510157,6,12,0,0
130520001,91,194,0,0
130520006,2,4,0,0
130520017,1,2,0,0
130520019,25,54,0,0
130520033,1,2,0,0
130530001,62,124,0,0
130540001,32,72,2,4
130540019,41,86,0,0
130540032,43,90,0,0
130550001,32,64,0,0
130560001,139,306,0,0
130560005,67,186,0,0
130560036,30,60,0,0
130570001,61,139,0,0
130580001,69,146,0,0
130580013,2,13,0,0
130590001,75,163,1,2
130590013,1,2,0,0
130590014,2,8,4,20
130590048,1,2,0,0
130590049,1,51,0,0
130590086,2,8,0,0
130590098,2,4,0,0
130600001,51,106,0,0
130610001,105,218,0,0
130610002,288,746,0,0
130610066,4,8,0,0
130620001,21,42,0,0
130620005,1,2,0,0
130630001,350,926,1,51
130630006,25,50,0,0
130630009,9,18,1,2
130630011,7,14,0,0
130630020,32,68,0,0
130630021,5,10,0,0
130630101,10,20,0,0
130640001,22,44,0,0
130640003,1,2,0,0
130650001,71,146,0,0
130660001,99,222,0,0
130660008,23,46,0,0
130670001,87,212,1,2
130670003,25,59,0,0
130670005,27,58,0,0
130670006,25,63,9,26
130670008,47,106,0,0
130670009,67,147,0,0
130670010,6,12,0,0
130670020,5,10,0,0
130680001,32,64,0,0
130690001,590,1433,0,0
130690002,20,40,0,0
130690005,32,85,0,0
130690008,23,46,0,0
130690010,25,54,0,0
130690019,40,106,0,0
130690042,76,168,0,0
130690044,75,158,0,0
130700001,99,235,1,2
130700002,5,10,0,0
130700003,24,52,0,0
130710001,10,20,0,0
130720001,46,96,0,0
130720008,1,2,0,0
130730001,74,152,0,0
130740001,156,348,0,0
130740002,38,80,0,0
130740003,23,54,0,0
130750001,89,182,0,0
130750002,45,98,0,0
130750048,1,2,0,0
130760001,479,1377,0,0
130760008,173,509,0,0
130760010,1,2,0,0
130760011,23,54,0,0
130760022,113,303,0,0
130760024,75,159,1,2
130760026,18,36,0,0
130760027,11,22,0,0
130760067,1,2,0,0
130760074,1,2,0,0
130760076,2,8,0,0
130770001,1345,3431,0,0
130770010,45,90,0,0
130770018,26,56,0,0
130770020,27,54,0,0
130770053,65,139,0,0
130770060,1,2,0,0
130770068,31,62,0,0
130770089,1,2,0,0
130770108,4,8,0,0
130780001,23,46,0,0
130790001,10,20,0,0
130800001,10,20,0,0
130800017,8,16,0,0
130810001,197,468,0,0
130810012,1,2,0,0
130820001,46,96,0,0
130820002,55,123,0,0
130820003,38,85,0,0
130830001,91,199,0,0
130830023,21,42,0,0
130830026,19,38,0,0
130830048,1,6,0,0
130830133,30,60,0,0
130840001,194,425,0,0
130840059,1,31,0,0
140010001,110,241,5,14
140010036,1,11,0,0
140010063,1,2,0,0
140020001,106,257,1,2
140020002,53,114,0,0
140020004,25,50,0,0
140030001,208,474,1,2
140040001,23,46,0,0
140050001,93,206,1,51
140060001,395,1055,1,2
140060011,23,46,0,0
140070001,82,168,0,0
140080001,504,1384,2,8
140080280,40,88,0,0
140090001,107,280,1,11
140090006,13,26,0,0
140100001,54,116,0,0
140100055,1,2,0,0
140110001,13,30,0,0
140120001,41,99,0,0
140130001,297,724,3,19
140130030,30,72,0,0
140130145,21,42,0,0
140140001,48,100,2,13
140150001,434,1170,3,383
140160001,122,274,1,2
140160010,15,30,3,14
140160072,48,96,0,0
140160089,40,80,0,0
140170001,102,228,0,0
140180001,459,1101,2,8
140180027,18,36,0,0
140190001,14,28,0,0
140200001,54,112,0,0
140200007,11,51,0,0
140200021,2,4,0,0
140200037,15,47,0,0
140200062,5,10,1,31
140200064,5,10,0,0
140200070,26,111,2,17
140200073,2,4,0,0
140200074,2,4,0,0
140200082,2,4,2,42
140200100,1,2,0,0
140200248,1,2,0,0
140210001,112,252,0,0
140210003,27,58,1,11
140210015,8,16,0,0
140210018,14,28,0,0
140220001,190,466,1,11
140220002,9,18,0,0
140220006,150,551,8,138
140220009,10,20,0,0
140220016,35,100,0,0
140220030,1,2,0,0
140220033,266,690,3,35
140220047,11,129,1,11
140220083,1,2,0,0
140220100,1,2,0,0
140220102,2,8,0,0
140220103,1,2,0,0
140220140,1,11,0,0
140220147,1,2,0,0
140220151,4,8,0,0
140230001,744,2438,3,35
140240001,184,472,3,24
140240007,17,52,2,62
140240063,1,2,0,0
140250001,196,433,0,0
140260001,51,106,1,6
140270001,26,60,0,0
140280001,20,40,0,0
140290001,46,101,0,0
140300001,231,626,4,154
140300002,136,643,1,11
140300003,59,134,0,0
140300005,83,344,0,0
140310001,10,20,0,0
140320001,22,44,0,0
140330001,122,282,0,0
140340001,9,18,0,0
140350001,212,535,0,0
140350017,41,98,0,0
140350138,12,24,0,0
140360001,151,374,1,11
140370001,230,622,0,0
140380001,22,44,0,0
140390001,12029,44150,11,51
140400001,21,42,8,198
140410001,46,100,0,0
140420001,62,136,0,0
140430001,83,195,1,11
140430012,1,2,0,0
140430015,5,14,0,0
140430032,1,251,0,0
140430033,2,4,0,0
140430036,16,32,1,51
140430039,3,6,0,0
140430041,3,6,0,0
140430062,54,162,2,12
140430092,8,20,2,22
140430099,8,16,0,0
140430123,1,2,0,0
140430137,4,57,0,0
140430140,4,8,0,0
140430142,1,2,0,0
140430146,48,108,4,55
140430193,1,51,0,0
140430213,1,251,0,0
140430226,4,8,0,0
140430276,1,6,0,0
140430346,1,6,1,11
140430358,1,2,0,0
140430363,1,6,0,0
140440001,46,100,1,2
140440002,44,96,0,0
140440005,9,22,0,0
140440010,24,48,0,0
140440180,3,6,0,0
140450001,87,223,2,4
140460001,199,514,1,2
140470001,157,386,25,171
140470005,17,38,0,0
140480001,104,259,1,2
140490001,15,30,1,11
140500001,149,351,1,11
140500002,7,43,0,0
140500011,74,336,1,31
140500017,31,66,0,0
140500021,1,6,0,0
140500025,1,2,0,0
140510001,45,90,1,2
140520001,37,78,0,0
140530001,793,2175,3,15
140530066,25,54,0,0
140530196,1,6,0,0
140530495,2,4,0,0
140530927,7,14,0,0
140530934,1,6,0,0
140540001,29,62,0,0
140550001,112,298,3,64
140560001,6,12,0,0
140570001,47,107,0,0
140580001,139,353,0,0
140580138,1,2,0,0
140580162,1,6,0,0
140590001,209,770,0,0
140600001,28,56,0,0
140610001,56,112,0,0
140620001,25,66,1,2
140630001,756,1902,9,169
140640001,178,418,0,0
140640032,29,58,0,0
140650001,67,146,0,0
140660001,196,438,1,2
140660011,43,86,0,0
140660019,32,80,2,62
140660031,11,22,6,66
140660033,19,38,0,0
140670001,2527,16904,10,104
140670007,9,64,2,13
140670008,19,330,1,2
140670009,18,40,1,11
140670011,1,2,0,0
140670028,212,522,1,11
140670031,103,314,1,2
140670038,31,70,0,0
140670043,5,14,0,0
140670049,1,2,0,0
140670057,3,6,0,0
140670066,10,28,0,0
140670083,2,282,0,0
140670086,1,6,0,0
140670103,1,2,0,0
140670109,1,2,0,0
140670128,1,2,0,0
140670148,2,17,0,0
140670157,1,2,0,0
140670172,2,8,0,0
140670220,1,2,0,0
140670244,1,2,0,0
140670248,2,112,0,0
140670268,1,2,0,0
140680001,67,155,0,0
140690001,16,32,2,8
140700001,112,253,0,0
140700009,3,6,0,0
140700011,4,8,0,0
140700013,151,450,1,6
140700014,136,441,0,0
140700020,114,278,0,0
140700021,80,201,0,0
140700043,63,146,0,0
140700064,9,18,0,0
140700111,23,59,0,0
140710001,3,6,0,0
140720001,59,126,0,0
140730001,603,1599,0,0
140730221,4,8,0,0
140740001,81,221,0,0
140750001,20,44,0,0
140760001,19,38,0,0
140770001,95,226,1,2
140770005,40,84,1,2
140770015,13,26,3,183
140770022,22,48,4,35
140780001,218,547,0,0
140790001,43,94,2,42
140790030,48,96,1,2
140800001,31,82,0,0
140800101,1,2,0,0
140810001,16,32,0,0
140810038,1,2,0,0
140820001,238,526,3,268
140820026,20,40,1,2
140820041,1,6,0,0
140830001,327,757,0,0
140830004,26,52,2,4
140830013,36,72,1,6
140830016,49,110,0,0
140830220,25,54,0,0
140840001,158,395,0,0
140850001,161,435,1,2
140850173,9,22,0,0
140860001,111,318,2,4
140860019,17,38,0,0
140860125,1,11,0,0
140860230,1,2,0,0
140870001,109,234,1,2
140880001,119,272,0,0
140890001,13,26,0,0
140900001,53,115,1,31
140910001,212,492,0,0
140910071,14,32,0,0
140920001,35,70,0,0
140930001,595,1993,2,8
140930058,86,229,0,0
140930188,28,60,0,0
140930223,26,52,1,2
140930291,34,68,0,0
140930730,1,6,0,0
140940001,413,1254,2,13
140940124,27,54,0,0
140950001,67,142,4,41
140960001,88,236,2,33
140960014,16,40,0,0
140970001,267,690,1,31
140970003,8,42,0,0
140970005,100,256,1,51
140970006,20,40,0,0
140970009,41,95,0,0
140970015,48,132,0,0
140970020,49,432,0,0
140970022,1,2,0,0
140970023,4,12,0,0
140970025,182,482,1,11
140970028,8,20,1,2
140970031,4,8,1,31
140970032,169,363,0,0
140970034,39,123,1,31
140970035,72,161,1,6
140970038,64,203,0,0
140970041,32,82,1,2
140970043,23,101,1,6
140970104,25,487,0,0
140970110,2,33,0,0
140970115,44,113,0,0
140970117,8,25,0,0
140970177,2,12,0,0
140970180,30,322,0,0
140970424,96,615,0,0
140970473,3,10,0,0
140970560,17,38,0,0
140970624,1,11,0,0
140970777,16,32,0,0
140970803,3,28,0,0
140970822,314,661,0,0
140970831,78,201,1,2
140970833,42,110,0,0
140970835,12,24,0,0
140970836,25,58,0,0
140970843,94,204,0,0
140970844,34,68,0,0
140970853,21,46,0,0
140970862,86,213,0,0
140970863,2,4,0,0
140970875,1,6,0,0
140980001,2939,8485,3,19
140980014,164,445,3,10
140980017,1,2,0,0
140980128,15,30,0,0
140990001,16,32,0,0
140990006,14,28,0,0
141000001,140,309,2,13
141000023,24,52,0,0
141000034,20,40,1,51
141000065,29,62,2,42
141000189,48,104,2,33
141010001,1822,4437,4,30
141010009,143,368,0,0
141010026,29,58,0,0
141010027,19,38,1,11
141010031,9,22,0,0
141010190,4,8,0,0
141020001,37,91,0,0
141030001,24,61,1,2
141030015,27,54,0,0
141040001,16,36,0,0
141050001,124,289,0,0
141060001,12,28,0,0
141070001,17,34,0,0
141070008,37,82,1,11
141080001,189,450,0,0
141090001,90,208,0,0
141100001,112,279,2,17
141100156,1,31,0,0
141110001,44,92,0,0
141120001,40,92,0,0
141130001,50,143,0,0
141140001,88,331,2,8
141140002,3,6,0,0
141140005,18,40,0,0
141150001,31,66,0,0
141160001,181,434,1,11
141170001,25,62,0,0
141180001,159,392,1,2
141190001,185,415,1,2
141200001,6402,26906,9,53
141200078,1,11,0,0
141200133,2,37,0,0
141200139,24,52,1,2
141200206,6,12,0,0
141200231,305,692,0,0
141200243,66,182,0,0
141200430,21,50,1,2
141200460,1,2,0,0
141200524,23,121,0,0
141200751,5,296,0,0
141210001,137,350,0,0
141210021,8,16,0,0
141210074,1,11,0,0
141220001,28,56,0,0
141230001,44,88,0,0
141230041,23,46,0,0
141240001,266,796,0,0
141240094,33,103,0,0
141240176,7,22,0,0
141250001,73,166,0,0
150010001,123,266,0,0
150010037,4,8,0,0
150010122,1,2,0,0
150020001,79,182,0,0
150020005,20,40,0,0
150020008,24,60,0,0
150020011,4,8,0,0
150020012,41,82,0,0
150020015,532,1168,0,0
150020016,17,34,0,0
150020056,1,2,0,0
150030001,75,175,0,0
150030024,4,8,0,0
150030028,2,13,0,0
150040001,50,100,0,0
150050001,76,172,0,0
150050004,15,34,0,0
150050016,10,20,0,0
150050032,79,162,0,0
150050034,32,64,0,0
150050035,20,44,0,0
150050037,7,18,0,0
150050045,31,62,0,0
150050143,13,26,0,0
150050165,25,50,0,0
150060001,53,122,0,0
150070001,49,98,3,10
150080001,47,94,0,0
150080027,46,96,0,0
150090001,284,740,0,0
150090005,11,22,0,0
150090006,14,28,0,0
150100001,171,415,0,0
150100007,21,46,0,0
150110001,113,247,0,0
150110002,24,48,0,0
150110004,24,48,0,0
150110013,36,72,0,0
150110029,20,40,0,0
150120001,62,137,1,2
150130001,2251,6660,0,0
150140001,425,1239,0,0
150140011,1,11,0,0
150140035,10,24,0,0
150140048,34,72,1,2
150140051,5,10,0,0
150140054,45,94,0,0
150140057,36,76,0,0
150140058,9,18,0,0
150140065,3,6,0,0
150140092,6,16,0,0
150140102,3,6,0,0
150150001,62,128,0,0
150150005,18,36,0,0
150150006,20,40,0,0
150150007,12,24,0,0
150160001,50,108,0,0
150160006,11,22,0,0
150160011,1,6,0,0
150160016,26,52,0,0
150160017,15,34,0,0
150160019,1,11,0,0
150170001,21,42,0,0
150180001,82,177,0,0
150180003,35,70,0,0
150180006,5,10,0,0
150180008,25,54,0,0
150180010,8,16,0,0
150190001,777,1836,1,6
150190004,46,100,0,0
150190005,15,30,0,0
150190034,2,4,0,0
150200001,1485,4302,0,0
150210001,142,316,1,2
150220001,39,78,0,0
150230001,107,238,0,0
150240001,637,1646,0,0
150240030,1,251,0,0
150240088,11,26,0,0
150240111,17,34,0,0
150240121,1,101,0,0
150240124,3,6,0,0
150250001,1104,2866,0,0
150250002,48,104,0,0
150250005,65,142,0,0
150250010,29,58,0,0
150250011,4,8,0,0
150250012,12,24,0,0
150250013,41,86,0,0
150250014,36,76,0,0
150250015,20,44,0,0
150250016,38,80,0,0
150250017,47,94,0,0
150250019,47,98,0,0
150250020,32,64,0,0
150250021,28,56,0,0
150250141,1,2,0,0
150250145,13,26,0,0
150250146,23,46,0,0
150250147,1,2,0,0
150250148,12,24,0,0
150250149,52,104,0,0
